PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type,State Source Type,Water Hauler,Population,Service Connections,Dist Operator,Treatment Operator,Admin Contact,Emails,Phone Numbers
CO0145600,ROCKY FORD CITY OF,Reports,OTERO,A,Community,Groundwater,No,4093,1710,LUKE JAMES,LUKE JAMES,RICK LONG,RLONG@CI.ROCKY-FORD.CO.US;,(BUS) 719-469-2666;
CO0262687,ROCKY MOUNTAIN ENERGY CENTER,Reports,WELD,A,"Non-Transient, Non-Community",Groundwater,No,39,1,null,KRISTEN MARTINEZ,STEVE COFOID,stephen.t.cofoid@xcelenergy.com;,(BUS) 303-571-7399;
CO0115685,ROGERS MESA WC,Reports,DELTA,A,Community,Purchased Surface Water,No,840,365,JAMES L FIROR,null,NICOLE CARRILLO,nicole.sacchitella@gmail.com;,(BUS) 970-250-4788;
CO0103081,ROLLING PLAINS ESTATE,Reports,ARAPAHOE,A,Community,Groundwater,No,35,16,R WAYNE RAMEY,R WAYNE RAMEY,JIM CARD,CARDINC100@GMAIL.COM;,(BUS) 303-622-6363;
CO0111800,ROMEO TOWN OF,Reports,CONEJOS,A,Community,Groundwater,No,450,140,CHRISTIAN BOYER,CHRISTIAN BOYER,CHRISTIAN BOYER,CBOYER046@YAHOO.COM;,(BUS) 719-480-9034; (BUS) 719-843-5750;
CO0160450,ROSEWOOD HILLS PROPERTY HOA,Reports,TELLER,A,Community,Groundwater,No,135,47,LAWRENCE E WATTERS,LAWRENCE E WATTERS,CHRIS SUTTON,chrishsutton@aol.com;,(BUS) 719-687-0167;
CO0114500,ROUND MOUNTAIN WSD,Reports,CUSTER,A,Community,Groundwater,No,1950,702,DAVID D SCHNEIDER,DAVID D SCHNEIDER,HERDIS SOBEL,HSOBEL@RMWSD.COM;,(BUS) 719-783-2604;
CO0219685,ROUNDUP RIVER RANCH,Reports,EAGLE,A,"Non-Transient, Non-Community",Groundwater UDI Surface Water,No,167,12,JOHN VOLK,JOHN VOLK,RYAN PENDERGAST,RPENDERGAST@ROUNDUPRIVERRANCH.ORG;,(BUS) 970-524-5727;
CO0118070,ROXBOROUGH NW DOUGLAS COUNTY,Reports,DOUGLAS,A,Community,Purchased Surface Water,No,860,184,MIKE MARCUM,null,BARBARA BIGGS,BARBARA@ROXWATER.ORG;,(BUS) 303-979-7286;
CO0118055,ROXBOROUGH WSD,Reports,DOUGLAS,A,Community,Surface Water,No,10622,3020,MIKE MARCUM,MIKE MARCUM,BARBARA BIGGS,BARBARA@ROXWATER.ORG;,(BUS) 303-979-7286;
CO0119692,RUEDI SHORES MD,Reports,EAGLE,A,Community,Groundwater,No,165,59,WALLACE E CANTERBURY,WALLACE E CANTERBURY,CHERI CURTIS,Cheri@mwcpaa.com;,(BUS) 970-926-6060;
CO0151700,RYE TOWN OF,Reports,PUEBLO,A,Community,Surface Water,No,745,119,RICHARD L HOPP,RICHARD L HOPP,MARTY RAHL,ryerahl1948@gmail.com;,(BUS) 719-569-0354;
CO0159090,SAGE CREEK CANYON CORP,Reports,SUMMIT,A,Community,Groundwater,No,395,36,TOM MCCLELLAND,TOM MCCLELLAND,MIKE REED,CONTACT@REED-PROPERTIES.COM;,(BUS) 970-468-0939;
CO0138042,SAGE POINTE WSD,Reports,LOGAN,A,Community,Groundwater,No,194,88,RONALD TORRES JR,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0121745,SAGE WUA,Reports,EL PASO,A,Community,Purchased Groundwater,No,800,339,PHILLIP W CROMWELL,null,LAUREL VICKERS,contact@sagewater.org;,(BUS) 719-222-2955;
CO0155800,SAGUACHE TOWN OF,Reports,SAGUACHE,A,Community,Groundwater,No,485,344,BRET COLLYER,BRET COLLYER,IRIS GARCIA,TOWNCLERK@TOWNOFSAGUACHE.ORG;,(BUS) 719-655-2232;
CO0108700,SALIDA CITY OF,Reports,CHAFFEE,A,Community,Surface Water,No,6000,2469,LORAN DELONG,JUSTIN WATTS,JUSTIN WATTS,pahooley22@gmail.com; WATER.PLANT@CITYOFSALIDA.COM;,(BUS) 719-539-6721;
CO0208480,SALIDA KOA CAMPGROUND,Reports,CHAFFEE,A,"Non-Transient, Non-Community",Groundwater,No,98,56,BRET COLLYER,BRET COLLYER,JORD GERTSON,sourcewater@mac.com;,(BUS) 719-395-2136;
CO0112850,SAN ACACIO DOMESTIC WA,Reports,COSTILLA,A,Community,Groundwater,No,40,27,MIGUEL CHAIREZ,MIGUEL CHAIREZ,RAMONA ARCHULETA,sadwa@gojade.org; ragjaw63@yahoo.com;,(BUS) 719-672-0314; (BUS) 719-657-0128;
CO0157701,SAN BERNARDO HOA,Reports,SAN MIGUEL,A,Community,Groundwater,No,132,32,PATRICK DREW,PATRICK DREW,JIM LOEBE,jglo970@gmail.com;,(BUS) 970-729-3434;
CO0227700,SAN JUAN RANCH HOA,Reports,HINSDALE,A,Community,Groundwater,No,62,50,BRUCE CURRY,BRUCE CURRY,DENNIS CAVIT,dcavit@centurytel.net;,(BUS) 970-944-0191;
CO0104900,SAN JUAN RIVER VILLAGE MD,Reports,ARCHULETA,A,Community,Groundwater UDI Surface Water,No,877,158,TIM MCREE,EUGENE TAUTGES,CYNTHIA PURCELL,purcy@centurytel.net;,(BUS) 970-264-6451;
CO0107701,SAN LAZARO MFCTD HOUSING COMMUNITY,Reports,BOULDER,A,Community,Surface Water,No,844,213,PAUL MICHAEL TZAREFF,PAUL MICHAEL TZAREFF,DAVID EISENSTEIN,DGE@BEK-LAW.COM;,(BUS) 303-443-4434;
CO0153701,SAN LUIS VALLEY RESEARCH CENTER,Reports,RIO GRANDE,A,"Non-Transient, Non-Community",Groundwater,No,45,7,MICHAEL E POTTS,MICHAEL E POTTS,SUSANNE CORDERY,SUSANNE.CORDERY@COLOSTATE.EDU;,(BUS) 970-491-0117;
CO0112900,SAN LUIS WSD,Reports,COSTILLA,A,Community,Groundwater,No,629,414,TOMMY RODRIGUEZ,TOMMY RODRIGUEZ,LYDIA BENTON,SLWS@GOJADE.ORG;,(BUS) 719-672-4100;
CO0260700,SANBORN WESTERN CAMPS,Reports,TELLER,A,"Non-Transient, Non-Community",Groundwater,No,736,60,LAWRENCE E WATTERS,LAWRENCE E WATTERS,ELIZABETH MARABLE,ELIZABETH@SANBORNWESTERNCAMPS.COM;,(BUS) 719-748-3341;
CO0111900,SANFORD TOWN OF,Reports,CONEJOS,A,Community,Groundwater,No,850,350,TIMOTHY W CROWTHER,TIMOTHY W CROWTHER,TIMOTHY W CROWTHER,sanfordpw@outlook.com;,(BUS) 719-274-4024;
CO0202701,SANGRE DE CRISTO LANE SEVEN SCHOOL,Reports,ALAMOSA,A,"Non-Transient, Non-Community",Groundwater,No,445,1,BARRY J HAWKINS,BARRY J HAWKINS,BARRY J HAWKINS,BARRYH@SANGRESCHOOLS.ORG;,(BUS) 719-378-2321;
CO0107702,SANS SOUCI MHP,Reports,BOULDER,A,Community,Groundwater UDI Surface Water,No,150,63,R WAYNE RAMEY,R WAYNE RAMEY,SHANNON KEE,SHANNON.KEE@STRIVECOMMUNITIES.COM;,(BUS) 720-928-1857;
CO0136700,SANTA FE TRAIL RANCH MD,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,360,212,ROBERT L SCOTT,ROBERT L SCOTT,ROBERT L SCOTT,ROBERT_L_SCOTT@MSN.COM;,(BUS) 719-859-0606;
CO0253750,SARGENT ELEM AND NEW HIGH SCHOOL RE33,Reports,RIO GRANDE,A,"Non-Transient, Non-Community",Groundwater,No,457,7,MICHAEL E POTTS,MICHAEL E POTTS,BRIAN CROWTHER,bcrowther@sargent.k12.co.us;,(BUS) 719-852-4023;
CO0123726,SATANK WA,Reports,GARFIELD,A,Community,Purchased Surface Water,No,80,40,RONALD TORRES JR,null,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0157700,SAWPIT TOWN OF,Reports,SAN MIGUEL,A,Community,Groundwater,No,45,22,ANTHONY RAMSEY,ANTHONY RAMSEY,DEBBIE FESTE,townofsawpit@gmail.com;,(BUS) 970-708-4841;
CO0134758,SCENIC SQUARE SUBD,Reports,LA PLATA,A,Community,Groundwater,No,25,12,DEB HALL,DEB HALL,NESTOR LUJAN,null,(BUS) 970-317-0098;
CO0221810,SCHOOL IN THE WOODS ACAD SD20,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,130,1,DAVID STANFORD,DAVID STANFORD,MICHAEL REDMOND,michael.redmond@asd20.org;,(BUS) 719-499-7837;
CO0163706,SEABOARD FOODS LLC,Reports,YUMA,A,Community,Groundwater,No,128,25,ROBERT R VANCE II,ROBERT R VANCE II,MIKE KING,MIKE_KING@SEABOARDFOODS.COM;,(BUS) 970-466-2620;
CO0121750,SECURITY MHP,Reports,EL PASO,A,Community,Groundwater,No,150,55,ELLEN ELLSON,ELLEN ELLSON,DOUG KELLOGG,DLKELLOGG@MSN.COM;,(BUS) 719-210-8060;
CO0121775,SECURITY WATER DISTRICT,Reports,EL PASO,A,Community,Groundwater,No,20000,7780,RICHARD DAVIS,JAMES JONES,RICHARD DAVIS,r.davis@securitywsd.com;,(BUS) 719-392-3475;
CO0118060,SEDALIA WSD,Reports,DOUGLAS,A,Community,Groundwater UDI Surface Water,No,215,103,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0158010,SEDGWICK TOWN OF,Reports,SEDGWICK,A,Community,Groundwater,No,165,158,ALLEN COYNE,ALLEN COYNE,HEATHER MOORE,SEDGWICKCO@PCTELCOM.COOP;,(BUS) 970-463-8814;
CO0263705,SEEDORF WS,Reports,YUMA,A,"Non-Transient, Non-Community",Groundwater,No,55,5,JULIE MCCALEB,JULIE MCCALEB,JULIE MCCALEB,JMCCALEB@SMITHFIELD.COM;,(BUS) 970-848-3902;
CO0132015,SEIBERT TOWN OF,Reports,KIT CARSON,A,Community,Groundwater,No,296,114,MIKE MARZOLF,MIKE MARZOLF,CHARLENE SAYLES,seibert@plainstel.com;,(BUS) 970-664-2323;
CO0135704,SERENITY RIDGE VAULT CONNECTION,Reports,WELD,A,Community,Purchased Surface Water,No,157,63,R WAYNE RAMEY,R WAYNE RAMEY,CHRIS KIRK,CKIRK@BERTHOUD.ORG;,(BUS) 970-532-2643;
CO0162707,SEVERANCE TOWN OF,Reports,WELD,A,Community,Purchased Surface Water,No,4938,1621,DAVID LEWIS,DAVID LEWIS,NICHOLAS WHARTON,manager@townofseverance.org;,(BUS) 970-685-9144;
CO0125709,SHADOW MOUNTAIN VILLAGE,Reports,GRAND,A,"Non-Transient, Non-Community",Groundwater,No,115,7,R PAUL STRAUSS,R PAUL STRAUSS,STEVE WOOD,steve.wood@usda.gov;,(BUS) 970-203-4623;
CO0235685,SHAMBHALA MOUNTAIN CENTER,Reports,LARIMER,A,Community,Groundwater UDI Surface Water,No,288,28,DAVID LEWIS,DAVID LEWIS,ALEX HALPERN,ahalpern@halpernllc.com;,(BUS) 303-449-6180;
CO0107710,SHANNON WSD,Reports,BOULDER,A,Community,Groundwater,No,450,160,PETER O'BRIEN JR,PETER O'BRIEN JR,MIKE SULKA,msulka@gmail.com;,(BUS) 303-907-8512;
CO0147090,SHAWNEE WCA,Reports,PARK,A,Community,Groundwater UDI Surface Water,No,50,29,PATRICK PARKER,PATRICK PARKER,PATRICK PARKER,pat.independentww@gmail.com;,(BUS) 303-838-7428;
CO0131800,SHERIDAN LAKE WC,Reports,KIOWA,A,Community,Groundwater,No,148,64,BENNY FREY,BENNY FREY,DEBBIE CORNELIUS,FARMGIRL1030@YAHOO.COM;,(BUS) 719-691-4353;
CO0130125,SHERIDAN MHP,Reports,JEFFERSON,A,Community,Groundwater,No,480,120,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0212800,SIERRA GRANDE SCHOOL DISTRICT,Reports,COSTILLA,A,"Non-Transient, Non-Community",Groundwater,No,304,10,ROBERT ESPINOZA,ROBERT ESPINOZA,ROBERT E TAYLOR,rtaylor@sierragrandeschool.net;,(BUS) 719-379-3259;
CO0218018,SIERRA MIDDLE SCHOOL,Reports,DOUGLAS,A,"Non-Transient, Non-Community",Groundwater,No,750,1,TERRY L ANDERSON,TERRY L ANDERSON,TERRY L ANDERSON,tanderson@dcsdk12.org;,(BUS) 303-241-4281;
CO0234750,SIERRA VERDE WATER INC.,Reports,LA PLATA,A,Community,Groundwater,No,37,24,MARK FUSON,MARK FUSON,MARK FUSON,mfuson265@gmail.com;,(BUS) 970-398-5540;
CO0118065,SIERRA VISTA HOA,Reports,DOUGLAS,A,Community,Groundwater,No,120,49,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0160711,SIERRA WATER SERVICES,Reports,TELLER,A,Community,Purchased Surface Water,YES,300,17,DREW ELDERBAUM,null,DREW ELDERBAUM,SIERRAWATERSERVICELLC@GMAIL.COM;,(BUS) 719-687-8113;
CO0251743,SIGNAL MOUNTAIN RANCH PROPERTY OWNERS WC,Reports,PUEBLO,A,Community,Groundwater,No,66,25,SCOT MACGREGOR,SCOT MACGREGOR,KENT BROWN,4KENTBROWN@GMAIL.COM;,(BUS) 719-485-2678;
CO0123710,SILT TOWN OF,Reports,GARFIELD,A,Community,Surface Water,No,2400,900,TREY FONNER,ANTHONY ZANCANELLA,JEFF LAYMAN,jlayman@townofsilt.org;,(BUS) 970-876-2353;
CO0121410,SILVER BONNETT PARK,Reports,EL PASO,A,Community,Groundwater,No,45,18,ELLEN ELLSON,ELLEN ELLSON,ELLEN ELLSON,ELLSON.ELLEN@GMAIL.COM;,(BUS) 719-352-5257;
CO0118075,SILVER HEIGHTS WSD,Reports,DOUGLAS,A,Community,Groundwater,No,301,114,DENNIS SCHUBERT,DENNIS SCHUBERT,DENNIS SCHUBERT,sschdn@aol.com;,null
CO0110035,SILVER PLUME TOWN OF,Reports,CLEAR CREEK,A,Community,Surface Water,No,180,132,JOHN VOLK,JOHN VOLK,TAMMY SANFORD,clerk@silverplumeco.com;,(BUS) 303-569-2363;
CO0159095,SILVERTHORNE TOWN OF,Reports,SUMMIT,A,Community,Groundwater,No,6835,2080,CHRIS D SHELDEN,CHRIS D SHELDEN,CHRIS D SHELDEN,CSHEL@SILVERTHORNE.ORG; WATER@SILVERTHORNE.ORG;,(BUS) 970-389-5158; (BUS) 970-513-4870;
CO0156600,SILVERTON TOWN OF,Reports,SAN JUAN,A,Community,Surface Water,No,2387,606,JOHN SITES,JOHN SITES,JOHN SITES,JSITES@SILVERTON.CO.US;,(BUS) 970-946-6839;
CO0120025,SIMLA TOWN OF,Reports,ELBERT,A,Community,Groundwater,No,618,322,MARK T FOXWORTHY,MARK T FOXWORTHY,MYKE MCCUNE,MYKE@TOWNOFSIMLA.COM;,(BUS) 719-368-9178; (BUS) 719-541-2468;
CO0220700,SINGING HILLS ELEM SCHOOL,Reports,ELBERT,A,"Non-Transient, Non-Community",Groundwater,No,605,1,KEN TIMM,KEN TIMM,LLOYD NELSON,LNELSON@ESDK12.ORG;,(BUS) 303-646-1842;
CO0226712,SKYLAND MD,Reports,GUNNISON,A,Community,Groundwater,No,485,250,GRANT BREMER,GRANT BREMER,MIKE BILLINGSLEY,Mike@Skylandco.com;,(BUS) 970-349-7411;
CO0154715,SLEEPY BEAR MHP,Reports,ROUTT,A,Community,Groundwater UDI Surface Water,No,150,54,BRUCE A THOMPSON,BRUCE A THOMPSON,BRUCE A THOMPSON,yvwater@gmail.com;,(BUS) 970-879-2424;
CO0159105,SNAKE RIVER WD,Reports,SUMMIT,A,Community,Groundwater,No,9900,866,MARK ROFFEY,RONALD G MENTCH,SCOTT PRICE,EXECUTIVEDIRECTOR@SNAKERIVERWATER.COM;,(BUS) 970-468-0328;
CO0149717,SNOWMASS VILLAGE WSD,Reports,PITKIN,A,Community,Surface Water,No,6353,1107,ADRIAN AGUILAR,CHRIS NERAL,KIT HAMBY,KHAMBY@SWSD.ORG;,(BUS) 970-923-2056;
CO0135718,SOLDIER CANYON FILTER PLANT,Reports,LARIMER,A,Community,Surface Water,No,0,4,null,CHRISTOPHER HARRIS,CHRISTOPHER HARRIS,charris@soldiercanyon.com;,(BUS) 970-482-3143;
CO0126715,SOMERSET DOMESTIC WD,Reports,GUNNISON,A,Community,Groundwater UDI Surface Water,No,100,63,BENNY ARCHULETA,BENNY ARCHULETA,JOHN MLAKAR,sdwd3764@gmail.com; johnmlakar6812@gmail.com;,(BUS) 970-929-5211;
CO0119718,SOPRIS VILLAGE HOA,Reports,EAGLE,A,Community,Groundwater,No,425,141,ALAN D LESLIE,ALAN D LESLIE,MICHAEL MEINERS,ARDENT@COMCAST.NET;,(BUS) 970-963-0863;
CO0101140,SOUTH ADAMS COUNTY WSD,Reports,ADAMS,A,Community,Groundwater,No,65004,20297,RANDY EVANS,ZACHARY W GILBERT,KEVIN PUSTULKA,KPUSTULKA@SACWSD.ORG;,(BUS) 720-206-0565;
CO0153718,SOUTH FORK HEIGHTS APARTMENTS,Reports,RIO GRANDE,A,Community,Groundwater UDI Surface Water,No,80,8,MARY GRACE GARCIA,MARY GRACE GARCIA,KAY ROGERS,krogers@belmontmgt.com;,(BUS) 479-201-8805;
CO0253718,SOUTH FORK WEST MUNICIPAL TOWN OF,Reports,RIO GRANDE,A,Community,Groundwater,No,76,25,MARY GRACE GARCIA,MARY GRACE GARCIA,MARY GRACE GARCIA,waterenterprise@southfork.org;,(BUS) 719-873-1891;
CO0115716,SOUTH LAMBORN MESA WATER COMPANY,Reports,DELTA,A,Community,Purchased Surface Water,No,47,21,WILLIAM L HABENICHT,WILLIAM L HABENICHT,BRUCE WOODSIDE,WARNWOOD@MAC.COM;,(BUS) 818-821-4741;
CO0130718,SOUTH SHERIDAN WATER AND SEWER DIST,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,2500,1083,WILL S PARKER,WILL S PARKER,RHONDA BILEK,RBILEK@CRSOFCOLORADO.COM;,(BUS) 303-381-4979;
CO0145660,SOUTH SIDE WA,Reports,OTERO,A,Community,Groundwater,No,44,25,JAMES MARTIN,JAMES MARTIN,STEVE WATKINS,southsidewatertesting@gmail.com;,(BUS) 719-853-6347;
CO0145690,SOUTH SWINK WC,Reports,OTERO,A,Community,Groundwater,No,607,253,NORMAN R NOE,NORMAN R NOE,NORMAN R NOE,NORMAN77N@GMAIL.COM;,(BUS) 719-384-5458;
CO0134770,SOUTHERN UTE INDIAN TRIBE,Reports,LA PLATA,A,Community,null,No,0,1,RICHARD LANDRETH,RICHARD LANDRETH,KATHI GURULE,null,(BUS) 970-563-0100;
CO0103721,SOUTHGATE WSD,Reports,ARAPAHOE,A,Community,Purchased Surface Water,No,55000,11511,RICHARD WELCH,null,RICHARD WELCH,rwelch@southgatedistricts.org;,(BUS) 303-779-0261;
CO0134717,SOUTHWEST HORIZON RANCH,Reports,LA PLATA,A,Community,Groundwater,No,323,60,RANDY SHEPARD,RANDY SHEPARD,TAMMY CHAMBERS,TCHAMBERS@SWHORIZONRANCH.COM;,(BUS) 970-385-7932;
CO0103723,SOUTHWEST METROPOLITAN WSD,Reports,ARAPAHOE,A,Community,Purchased Surface Water,No,48648,12637,SCOTT HAND,null,PATRICK FITZGERALD,RAYR@HAYNIECPAS.COM; PJFITZGERALD@PLATTECANYON.ORG;,(BUS) 303-795-2142; (BUS) 303-979-2333;
CO0128800,SPANISH PEAKS VILLAGE TRACT II WA,Reports,HUERFANO,A,Community,Groundwater,No,138,46,BRAD TUCKER,BRAD TUCKER,SUSAN WINTERS,SPWA2PAY@GMAIL.COM;,(BUS) 435-757-2245;
CO0262508,SPARBOE FARMS OF COLORADO,Reports,WELD,A,"Non-Transient, Non-Community",Groundwater,No,105,2,RONALD TORRES JR,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0135721,SPRING CANYON WSD,Reports,LARIMER,A,Community,Purchased Surface Water,No,2120,506,R WAYNE RAMEY,R WAYNE RAMEY,DARLA HOWARD,DARLA@SPRINGCANYONWSD.COM;,(BUS) 970-217-2456;
CO0119717,SPRING PARK MEADOWS,Reports,EAGLE,A,Community,Groundwater,No,38,12,ALAN D LESLIE,ALAN D LESLIE,KARI CROWLEY,NADIA@SMPROP.COM;,(BUS) 970-963-4900;
CO0120717,SPRING VALLEY MD NO 1,Reports,ELBERT,A,Community,Groundwater,No,1428,445,R WAYNE RAMEY,R WAYNE RAMEY,DAVID SOLIN,DSOLIN@SDMSI.COM;,(BUS) 303-987-0835;
CO0107719,SPRING VALLEY MUTUAL WA,Reports,BOULDER,A,Community,Groundwater,No,100,35,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,TOM MYERS,notices@svmwa.com;,(BUS) 303-447-8667;
CO0143719,SPRING VIEW TP,Reports,MONTROSE,A,Community,Groundwater,No,145,58,BENNY ARCHULETA,BENNY ARCHULETA,JERRY LARGE,JERRYLARGE10@YAHOO.COM;,(BUS) 303-506-4865;
CO0105500,SPRINGFIELD TOWN OF,Reports,BACA,A,Community,Groundwater,No,1378,900,MIKE INGLE,MIKE INGLE,MERNA MCGINNIS,MMCGINNIS@SPRINGFIELDCO.GOV;,(BUS) 719-523-4528; (BUS) 719-523-6956;
CO0123718,SPRINGRIDGE SUBD,Reports,GARFIELD,A,Community,Groundwater,No,110,51,WALLACE E CANTERBURY,WALLACE E CANTERBURY,NATALIE ZANCANELLA,NATALIE@ZA-ENGINEERING.COM; sonny@za-engineering.com;,(BUS) 970-945-5700;
CO0247760,SPRUCE HILL DEVELOPMENT,Reports,PARK,A,"Non-Transient, Non-Community",Groundwater,No,122,15,MARTIN DELINE,MARTIN DELINE,TOM COOLIDGE,TETC@ATT.NET;,(BUS) 970-281-2525;
CO0151750,ST CHARLES MESA WD,Reports,PUEBLO,A,Community,Surface Water,No,9690,4124,WILLIAM D MARTIN,MIKE CID,PATRICK FARRELL,patrick.farrell@scmwd-pueblo.org;,(BUS) 719-542-4380;
CO0110040,ST MARYS GLACIER WSD,Reports,CLEAR CREEK,A,Community,Groundwater UDI Surface Water,No,451,350,GABRIELLE BEGEMAN,MICHELANGELO CREAZZO,JESSE MESTROVIC,jessem@pinnacleconsultinggroupinc.com;,(BUS) 970-669-3611;
CO0103079,STAGE RUN HOA,Reports,ARAPAHOE,A,Community,Groundwater,No,150,59,GLENN S OELKERS,GLENN S OELKERS,GLENN S OELKERS,scott@westernwell.net;,(BUS) 303-887-9799;
CO0136724,STARKVILLE TOWN OF,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,99,53,RYAN GILMARTIN,null,ROSE HOLMAN,TOWNOFSTARKVILLE@REAGAN.COM; ryan@livecoloradorealty.com;,(BUS) 719-859-4102;
CO0149724,STARWOOD METROPOLITAN DISTRICT,Reports,PITKIN,A,Community,Groundwater,No,300,110,ROY M SABA,ROY M SABA,MARK A ASHER,mark@starwood.org;,(BUS) 970-925-8939;
CO0154724,STEAMBOAT II MD,Reports,ROUTT,A,Community,Groundwater,No,1450,410,CHASE BAKER,SCOTT SMITH,CHASE BAKER,chase@steamboat2metro.com; ADMIN@STEAMBOAT2METRO.COM;,(BUS) 970-879-7671;
CO0254724,STEAMBOAT LAKE WD,Reports,ROUTT,A,Community,Groundwater,No,411,140,SCOTT SMITH,SCOTT SMITH,SCOTT COLBY,SCOTT@COLBYCPA.NET;,(BUS) 970-879-2002;
CO0254842,STEAMBOAT MOUNTAIN SCHOOL,Reports,ROUTT,A,"Non-Transient, Non-Community",Surface Water,No,83,14,SCOTT SMITH,SCOTT SMITH,SCOTT GLYNN,null,(BUS) 970-879-1350;
CO0154725,STEAMBOAT SPRINGS CITY OF,Reports,ROUTT,A,Community,Purchased Surface Water,No,9950,2910,BRIAN MORSE,null,MICHELLE CARR,MCARR@STEAMBOATSPRINGS.NET;,(BUS) 970-871-8204;
CO0138045,STERLING CITY OF,Reports,LOGAN,A,Community,Groundwater UDI Surface Water,No,15100,4655,CARL BRIGGS,DAVID R BECK,GEORGE GOOD,GOOD@STERLINGCOLO.COM;,(BUS) 970-522-9700;
CO0121724,STERLING RANCH MD NO 1,Reports,EL PASO,A,Community,Groundwater,No,234,90,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0115724,STEWART MESA WC,Reports,DELTA,A,Community,Purchased Groundwater UDI Surface Water,No,250,76,JOHN CLAWSON,JOHN CLAWSON,ALSCA HIX,smwch2o@gmail.com;,(BUS) 702-376-3528;
CO0118076,STONEGATE MD,Reports,DOUGLAS,A,Community,Groundwater,No,15071,4033,GERARD WHELAN,GERARD WHELAN,SARAH SJOBAKKEN,SARAH@SVMD.ORG;,(BUS) 303-858-9909;
CO0101145,STRASBURG WSD,Reports,ADAMS,A,Community,Groundwater,No,2050,330,PAUL E GRANT II,PAUL E GRANT II,TRACY GRIFFIN,STRAWATERNSAN@TDS.NET;,(BUS) 303-622-4443;
CO0121800,STRATMOOR HILLS WSD,Reports,EL PASO,A,Community,Groundwater,No,6500,2200,NANCY WATKINS,NANCY WATKINS,KEVIN NILES,KEVIN@STRATMOORHILLSWATER.ORG;,(BUS) 719-576-0311;
CO0132020,STRATTON TOWN OF,Reports,KIT CARSON,A,Community,Groundwater,No,960,327,PAUL E GRANT II,PAUL E GRANT II,WAYNE HERRICK,ARROWHEAD.MHP@ICLOUD.COM;,(BUS) 719-348-5612;
CO0115726,STUCKER MESA DOMESTIC WC,Reports,DELTA,A,Community,Groundwater UDI Surface Water,No,36,13,PHILIP CERIANI,PHILIP CERIANI,PHILIP CERIANI,PCERIANI@PAONIA.COM;,(BUS) 970-260-2057;
CO0101725,SUBURBAN ESTATES MHP,Reports,ADAMS,A,Community,Purchased Surface Water,No,115,1,PAUL E GRANT II,PAUL E GRANT II,WILL FARIAS,will@k2growthproperties.com;,(BUS) 720-974-0475;
CO0143515,SUBURBAN WATER,Reports,MONTROSE,A,Community,Purchased Surface Water,No,859,664,BENNY ARCHULETA,BENNY ARCHULETA,JAKE ENGLAND,englandjakesarah@msn.com;,null
CO0113900,SUGAR CITY TOWN OF,Reports,CROWLEY,A,Community,Groundwater,No,240,189,JESUS HERNANDEZ,JESUS HERNANDEZ,DAVIDA MORELAND,TOWNOFSUGARCITY@GMAIL.COM;,(BUS) 719-267-3729;
CO0220725,SUMMIT PARK MD,Reports,ELBERT,A,"Non-Transient, Non-Community",Groundwater,No,138,10,ROY A HACKETT,ROY A HACKETT,ROY A HACKETT,ruralwaterservices@gmail.com;,(BUS) 303-909-7595;
CO0123500,SUN MEADOW ESTATES,Reports,GARFIELD,A,Community,Groundwater,No,50,29,THOMAS A ZANCANELLA,THOMAS A ZANCANELLA,NATALIE ZANCANELLA,NATALIE@ZA-ENGINEERING.COM; sonny@za-engineering.com;,(BUS) 970-945-5700;
CO0136725,SUNFLOWER VALLEY PIPELINE ASSN,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,312,176,CARLOS WREN,null,MARLO VALDEZ,sfvpla@gmail.com;,(BUS) 719-680-4703;
CO0123725,SUNLIGHT VIEW WWW COMPANY,Reports,GARFIELD,A,Community,Groundwater,No,234,78,ANTHONY ZANCANELLA,ANTHONY ZANCANELLA,PETER FLEMING,MANAGE@SVWWC.ORG;,(BUS) 970-379-3138;
CO0138725,SUNNYSLOPE HOMEOWNERS,Reports,LOGAN,A,Community,Groundwater,No,29,12,LYDIA KISER,LYDIA KISER,MARILYN RHODES,KMRHODES1950@GMAIL.COM;,(BUS) 970-522-5246;
